
4월 23, 2022 14:06:02.92 NEW SESSION
4월 23, 2022 14:06:02.92 [288248:288800:0423/140602.914:ERROR:device_event_log_impl.cc(214)] [14:06:02.914] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: 시스템에 부착된 장치가 작동하지 않습니다. (0x1F)
4월 23, 2022 14:06:03.00 [288248:288800:0423/140603.008:ERROR:device_event_log_impl.cc(214)] [14:06:03.009] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: 시스템에 부착된 장치가 작동하지 않습니다. (0x1F)
4월 23, 2022 14:06:18.35 [288248:289352:0423/140618.351:ERROR:database.cc(1782)] Passwords SQLite error: code 2067 errno 0: UNIQUE constraint failed: logins.origin_url, logins.username_element, logins.username_value, logins.password_element, logins.signon_realm sql: INSERT INTO logins (origin_url, action_url, username_element, username_value, password_element, password_value, submit_element, signon_realm, date_created, blacklisted_by_user, scheme, password_type, times_used, form_data, display_name, icon_url, federation_url, skip_zero_click, generation_upload_status, possible_username_pairs, id, date_last_used, moving_blocked_for, date_password_modified) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
4월 23, 2022 14:07:00.79 [288248:168692:0423/140700.796:ERROR:util.cc(126)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

4월 26, 2022 22:59:37.09 NEW SESSION
4월 26, 2022 22:59:37.09 [16048:300552:0426/225937.093:ERROR:device_event_log_impl.cc(214)] [22:59:37.093] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: 시스템에 부착된 장치가 작동하지 않습니다. (0x1F)
4월 26, 2022 22:59:37.11 [16048:300552:0426/225937.111:ERROR:device_event_log_impl.cc(214)] [22:59:37.111] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: 시스템에 부착된 장치가 작동하지 않습니다. (0x1F)
4월 26, 2022 23:00:33.18 [16048:319576:0426/230033.183:ERROR:util.cc(126)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

5월 06, 2022 09:04:18.44 NEW SESSION
5월 06, 2022 09:04:18.44 [1375148:1389484:0506/090418.436:ERROR:device_event_log_impl.cc(214)] [09:04:18.436] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: 시스템에 부착된 장치가 작동하지 않습니다. (0x1F)
5월 06, 2022 09:04:18.45 [1375148:1389484:0506/090418.454:ERROR:device_event_log_impl.cc(214)] [09:04:18.453] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: 시스템에 부착된 장치가 작동하지 않습니다. (0x1F)
5월 06, 2022 09:05:15.99 [1375148:1386668:0506/090515.994:ERROR:util.cc(126)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
5월 06, 2022 09:30:47.12 [1375148:1389484:0506/093047.119:ERROR:device_event_log_impl.cc(214)] [09:30:47.119] USB: usb_service_win.cc:260 Failed to get device driver name: 요소가 없습니다. (0x490)
5월 06, 2022 14:05:15.99 [1375148:1534224:0506/140515.996:ERROR:util.cc(126)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
5월 06, 2022 18:22:02.89 [1375148:1389484:0506/182202.890:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
